section,variant,dataset,revision,machine_id,iteration,variable,value,unit
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,0,virtmem_delta,0,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,0,rss_delta,0,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,0,stack_peak,270114221,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,0,heap_peak,270123489,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,0,heap_delta,0,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,0,stack_peak,6291456,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,0,walltime,93136186,ns
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,0,virtmem_delta,0,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,0,rss_delta,0,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,0,stack_peak,270114221,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,0,heap_peak,271918085,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,0,heap_delta,0,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,0,stack_peak,6291456,byte
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,0,walltime,35070814,ns
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,0,virtmem_delta,0,byte
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,0,rss_delta,0,byte
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,0,stack_peak,270114221,byte
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,0,heap_peak,270123489,byte
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,0,heap_delta,0,byte
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,0,stack_peak,6291456,byte
load,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,walltime,75318621,ns
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,walltime,218200744,ns
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,virtmem_delta,-136347648,byte
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,rss_delta,-136245248,byte
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,stack_peak,253403253,byte
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,heap_peak,253411917,byte
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,heap_delta,147985870,byte
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,stack_peak,6291456,byte
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,walltime,207823992,ns
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,virtmem_delta,0,byte
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,rss_delta,0,byte
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,stack_peak,270105341,byte
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,heap_peak,327018949,byte
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,heap_delta,16702088,byte
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,stack_peak,6291456,byte
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,walltime,18624446,ns
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,virtmem_delta,0,byte
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,rss_delta,0,byte
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,stack_peak,270109781,byte
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,heap_peak,270114609,byte
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,heap_delta,4440,byte
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,stack_peak,6291456,byte
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,walltime,105589302,ns
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,virtmem_delta,0,byte
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,rss_delta,0,byte
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,stack_peak,270114221,byte
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,heap_peak,273111781,byte
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,heap_delta,4440,byte
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,stack_peak,6291456,byte
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,walltime,16819538,ns
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,virtmem_delta,0,byte
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,rss_delta,0,byte
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,stack_peak,270114221,byte
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,heap_peak,270123489,byte
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,heap_delta,0,byte
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,stack_peak,6291456,byte
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,walltime,93345130,ns
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,virtmem_delta,0,byte
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,rss_delta,0,byte
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,stack_peak,270114221,byte
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,heap_peak,271918085,byte
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,heap_delta,0,byte
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,stack_peak,6291456,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,walltime,16516630,ns
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,virtmem_delta,0,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,rss_delta,0,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,stack_peak,270114221,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,heap_peak,270123489,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,heap_delta,0,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,stack_peak,6291456,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,walltime,94400646,ns
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,virtmem_delta,0,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,rss_delta,0,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,stack_peak,270114221,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,heap_peak,271918085,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,heap_delta,0,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,stack_peak,6291456,byte
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,walltime,35560662,ns
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,virtmem_delta,0,byte
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,rss_delta,0,byte
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,stack_peak,270114221,byte
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,heap_peak,270123489,byte
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,heap_delta,0,byte
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,1,stack_peak,6291456,byte
load,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,walltime,75051552,ns
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,walltime,220934489,ns
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,virtmem_delta,-136347648,byte
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,rss_delta,-136245248,byte
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,stack_peak,253403253,byte
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,heap_peak,253411917,byte
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,heap_delta,147985870,byte
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,stack_peak,6291456,byte
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,walltime,209024643,ns
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,virtmem_delta,0,byte
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,rss_delta,0,byte
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,stack_peak,270105341,byte
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,heap_peak,327018949,byte
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,heap_delta,16702088,byte
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,stack_peak,6291456,byte
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,walltime,18996693,ns
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,virtmem_delta,0,byte
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,rss_delta,0,byte
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,stack_peak,270109781,byte
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,heap_peak,270114609,byte
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,heap_delta,4440,byte
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,stack_peak,6291456,byte
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,walltime,105462638,ns
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,virtmem_delta,0,byte
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,rss_delta,0,byte
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,stack_peak,270114221,byte
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,heap_peak,273111781,byte
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,heap_delta,4440,byte
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,stack_peak,6291456,byte
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,walltime,16769534,ns
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,virtmem_delta,0,byte
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,rss_delta,0,byte
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,stack_peak,270114221,byte
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,heap_peak,270123489,byte
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,heap_delta,0,byte
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,stack_peak,6291456,byte
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,walltime,93457163,ns
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,virtmem_delta,0,byte
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,rss_delta,0,byte
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,stack_peak,270114221,byte
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,heap_peak,271918085,byte
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,heap_delta,0,byte
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,stack_peak,6291456,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,walltime,16427284,ns
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,virtmem_delta,0,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,rss_delta,0,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,stack_peak,270114221,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,heap_peak,270123489,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,heap_delta,0,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,stack_peak,6291456,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,walltime,93543936,ns
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,virtmem_delta,0,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,rss_delta,0,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,stack_peak,270114221,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,heap_peak,271918085,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,heap_delta,0,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,stack_peak,6291456,byte
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,walltime,34115248,ns
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,virtmem_delta,0,byte
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,rss_delta,0,byte
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,stack_peak,270114221,byte
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,heap_peak,270123489,byte
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,heap_delta,0,byte
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,2,stack_peak,6291456,byte
load,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,walltime,75529300,ns
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,walltime,219172556,ns
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,virtmem_delta,-136347648,byte
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,rss_delta,-136245248,byte
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,stack_peak,253403253,byte
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,heap_peak,253411917,byte
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,heap_delta,147985870,byte
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,stack_peak,6291456,byte
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,walltime,207188972,ns
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,virtmem_delta,0,byte
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,rss_delta,0,byte
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,stack_peak,270105341,byte
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,heap_peak,327018949,byte
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,heap_delta,16702088,byte
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,stack_peak,6291456,byte
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,walltime,19360535,ns
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,virtmem_delta,0,byte
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,rss_delta,0,byte
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,stack_peak,270109781,byte
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,heap_peak,270114609,byte
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,heap_delta,4440,byte
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,stack_peak,6291456,byte
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,walltime,105308822,ns
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,virtmem_delta,0,byte
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,rss_delta,0,byte
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,stack_peak,270114221,byte
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,heap_peak,273111781,byte
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,heap_delta,4440,byte
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,stack_peak,6291456,byte
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,walltime,16740151,ns
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,virtmem_delta,0,byte
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,rss_delta,0,byte
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,stack_peak,270114221,byte
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,heap_peak,270123489,byte
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,heap_delta,0,byte
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,stack_peak,6291456,byte
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,walltime,93574666,ns
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,virtmem_delta,0,byte
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,rss_delta,0,byte
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,stack_peak,270114221,byte
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,heap_peak,271918085,byte
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,heap_delta,0,byte
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,stack_peak,6291456,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,walltime,16385737,ns
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,virtmem_delta,0,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,rss_delta,0,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,stack_peak,270114221,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,heap_peak,270123489,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,heap_delta,0,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,stack_peak,6291456,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,walltime,93577852,ns
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,virtmem_delta,0,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,rss_delta,0,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,stack_peak,270114221,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,heap_peak,271918085,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,heap_delta,0,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,stack_peak,6291456,byte
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,walltime,33987119,ns
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,virtmem_delta,0,byte
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,rss_delta,0,byte
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,stack_peak,270114221,byte
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,heap_peak,270123489,byte
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,heap_delta,0,byte
tajimas_d,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,3,stack_peak,6291456,byte
load,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,walltime,75154962,ns
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,walltime,218423242,ns
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,virtmem_delta,-136347648,byte
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,rss_delta,-136245248,byte
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,stack_peak,253403253,byte
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,heap_peak,253411917,byte
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,heap_delta,147985870,byte
load_forest_file,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,stack_peak,6291456,byte
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,walltime,207043827,ns
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,virtmem_delta,0,byte
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,rss_delta,0,byte
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,stack_peak,270105341,byte
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,heap_peak,327018949,byte
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,heap_delta,16702088,byte
compute_subtree_sizes,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,stack_peak,6291456,byte
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,walltime,18784106,ns
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,virtmem_delta,0,byte
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,rss_delta,0,byte
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,stack_peak,270109781,byte
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,heap_peak,270114609,byte
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,heap_delta,4440,byte
compute_afs,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,stack_peak,6291456,byte
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,walltime,105673406,ns
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,virtmem_delta,0,byte
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,rss_delta,0,byte
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,stack_peak,270114221,byte
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,heap_peak,273111781,byte
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,heap_delta,4440,byte
compute_afs,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,stack_peak,6291456,byte
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,walltime,17548032,ns
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,virtmem_delta,0,byte
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,rss_delta,0,byte
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,stack_peak,270114221,byte
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,heap_peak,270123489,byte
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,heap_delta,0,byte
diversity,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,stack_peak,6291456,byte
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,walltime,93397194,ns
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,virtmem_delta,0,byte
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,rss_delta,0,byte
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,stack_peak,270114221,byte
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,heap_peak,271918085,byte
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,heap_delta,0,byte
diversity,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,stack_peak,6291456,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,walltime,17237883,ns
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,virtmem_delta,0,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,rss_delta,0,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,stack_peak,270114221,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,heap_peak,270123489,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,heap_delta,0,byte
num_segregating_sites,sfkit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,stack_peak,6291456,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,walltime,93600176,ns
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,virtmem_delta,0,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,rss_delta,0,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,stack_peak,270114221,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,heap_peak,271918085,byte
num_segregating_sites,tskit,data/sgdp_chr21.trees,46c61fa,i10pc34,4,heap_delta,0,byte
